"Date","Price","Open","High","Low","Vol.","Change %"
"18/04/2016","21,167.0","21,345.0","21,353.0","21,021.0","98.92K","-0.82%"
"19/04/2016","21,433.0","21,175.0","21,524.0","21,175.0","112.15K","1.26%"
"20/04/2016","21,271.0","21,446.0","21,598.0","21,122.0","123.64K","-0.76%"
"21/04/2016","21,594.0","21,263.0","21,664.0","21,240.0","130.11K","1.52%"
"22/04/2016","21,481.0","21,593.0","21,613.0","21,331.0","107.55K","-0.52%"
"25/04/2016","21,291.0","21,469.0","21,559.0","21,266.0","129.67K","-0.88%"
"26/04/2016","21,391.0","21,286.0","21,435.0","21,089.0","165.50K","0.47%"
"27/04/2016","21,290.0","21,382.0","21,458.0","21,283.0","121.05K","-0.47%"
"28/04/2016","21,471.0","21,314.0","21,652.0","21,287.0","22.90K","0.85%"
"29/04/2016","20,854.0","21,182.0","21,375.0","20,835.0","106.24K","-2.87%"
"03/05/2016","20,544.0","20,857.0","20,987.0","20,502.0","118.07K","-1.49%"
"04/05/2016","20,300.0","20,526.0","20,538.0","20,274.0","117.51K","-1.19%"
"05/05/2016","20,284.0","20,281.0","20,391.0","20,142.0","106.49K","-0.08%"
"06/05/2016","19,975.0","20,294.0","20,374.0","19,887.0","121.56K","-1.52%"
"09/05/2016","20,049.0","19,966.0","20,207.0","19,852.0","114.28K","0.37%"
"10/05/2016","20,130.0","20,053.0","20,199.0","19,823.0","117.25K","0.40%"
"11/05/2016","19,899.0","20,133.0","20,253.0","19,863.0","134.72K","-1.15%"
"12/05/2016","19,803.0","19,908.0","20,009.0","19,730.0","129.03K","-0.48%"
"13/05/2016","19,605.0","19,830.0","19,945.0","19,448.0","132.05K","-1.00%"
"16/05/2016","19,816.0","19,592.0","19,880.0","19,516.0","132.55K","1.08%"
"17/05/2016","19,946.0","19,823.0","20,016.0","19,721.0","122.70K","0.66%"
"18/05/2016","19,686.0","19,945.0","19,945.0","19,638.0","115.72K","-1.30%"
"19/05/2016","19,606.0","19,695.0","19,788.0","19,562.0","108.01K","-0.41%"
"20/05/2016","19,855.0","19,606.0","19,948.0","19,488.0","130.75K","1.27%"
"23/05/2016","19,833.0","19,840.0","19,937.0","19,707.0","105.71K","-0.11%"
"24/05/2016","19,862.0","19,832.0","19,883.0","19,690.0","110.52K","0.15%"
"25/05/2016","20,360.0","19,868.0","20,409.0","19,844.0","166.70K","2.51%"
"26/05/2016","20,381.0","20,363.0","20,505.0","20,244.0","146.85K","0.10%"
"27/05/2016","20,577.0","20,379.0","20,643.0","20,275.0","128.29K","0.96%"
"30/05/2016","20,667.0","20,576.0","20,733.0","20,481.0","18.51K","0.44%"
"31/05/2016","20,474.0","20,301.0","20,719.0","20,294.0","120.00K","-0.93%"
"01/06/2016","20,532.0","20,481.0","20,645.0","20,408.0","116.73K","0.28%"
"02/06/2016","20,611.0","20,511.0","20,647.0","20,412.0","118.15K","0.38%"
"03/06/2016","20,711.0","20,624.0","20,835.0","20,565.0","107.10K","0.49%"
"06/06/2016","20,776.0","20,713.0","20,811.0","20,587.0","110.92K","0.31%"
"07/06/2016","21,103.0","20,776.0","21,141.0","20,770.0","107.81K","1.57%"
"08/06/2016","21,114.0","21,110.0","21,184.0","20,992.0","104.10K","0.05%"
"10/06/2016","20,808.0","21,116.0","21,188.0","20,780.0","93.76K","-1.45%"
"13/06/2016","20,378.0","20,795.0","20,801.0","20,230.0","132.04K","-2.07%"
"14/06/2016","20,180.0","20,370.0","20,399.0","20,163.0","120.03K","-0.97%"
"15/06/2016","20,269.0","20,166.0","20,373.0","19,900.0","137.12K","0.44%"
"16/06/2016","19,871.0","20,270.0","20,334.0","19,785.0","127.62K","-1.96%"
"17/06/2016","19,977.0","19,879.0","20,154.0","19,717.0","107.67K","0.53%"
"20/06/2016","20,336.0","19,981.0","20,416.0","19,916.0","118.20K","1.80%"
"21/06/2016","20,475.0","20,337.0","20,519.0","20,330.0","113.45K","0.68%"
"22/06/2016","20,743.0","20,480.0","20,788.0","20,400.0","121.29K","1.31%"
"23/06/2016","20,895.0","20,736.0","20,903.0","20,687.0","108.37K","0.73%"
"24/06/2016","20,156.0","20,900.0","21,097.0","19,564.0","242.28K","-3.54%"
"27/06/2016","20,115.0","20,100.0","20,396.0","19,889.0","175.71K","-0.20%"
"28/06/2016","20,153.0","20,113.0","20,153.0","19,640.0","151.40K","0.19%"
"29/06/2016","20,350.0","20,141.0","20,375.0","20,076.0","26.54K","0.98%"
"30/06/2016","20,947.0","20,489.0","20,958.0","20,470.0","147.55K","2.93%"
"04/07/2016","21,038.0","20,935.0","21,195.0","20,801.0","133.87K","0.43%"
"05/07/2016","20,725.0","21,032.0","21,075.0","20,718.0","111.74K","-1.49%"
"06/07/2016","20,510.0","20,721.0","20,743.0","20,278.0","138.40K","-1.04%"
"07/07/2016","20,706.0","20,494.0","20,748.0","20,310.0","118.98K","0.96%"
"08/07/2016","20,559.0","20,727.0","20,747.0","20,448.0","105.55K","-0.71%"
"11/07/2016","20,874.0","20,557.0","21,035.0","20,517.0","121.99K","1.53%"
"12/07/2016","21,277.0","20,871.0","21,292.0","20,830.0","122.10K","1.93%"
"13/07/2016","21,316.0","21,280.0","21,465.0","21,280.0","109.39K","0.18%"
"14/07/2016","21,586.0","21,316.0","21,597.0","21,259.0","111.74K","1.27%"
"15/07/2016","21,731.0","21,580.0","21,773.0","21,530.0","130.73K","0.67%"
"18/07/2016","21,760.0","21,718.0","21,855.0","21,613.0","120.06K","0.13%"
"19/07/2016","21,670.0","21,776.0","21,802.0","21,635.0","100.41K","-0.41%"
"20/07/2016","21,890.0","21,663.0","21,928.0","21,626.0","99.67K","1.02%"
"21/07/2016","22,003.0","21,895.0","22,138.0","21,876.0","104.04K","0.52%"
"22/07/2016","21,992.0","21,989.0","21,999.0","21,859.0","89.11K","-0.05%"
"25/07/2016","22,053.0","22,111.0","22,113.0","21,904.0","120.22K","0.28%"
"26/07/2016","22,108.0","22,049.0","22,321.0","21,868.0","183.33K","0.25%"
"27/07/2016","22,168.0","22,121.0","22,286.0","22,009.0","144.82K","0.27%"
"28/07/2016","22,144.0","22,162.0","22,212.0","22,069.0","19.05K","-0.11%"
"29/07/2016","21,774.0","22,149.0","22,149.0","21,761.0","126.26K","-1.67%"
"01/08/2016","22,120.0","21,785.0","22,245.0","21,775.0","117.12K","1.59%"
"03/08/2016","21,679.0","21,780.0","21,796.0","21,670.0","91.33K","-1.99%"
"04/08/2016","21,812.0","21,671.0","21,877.0","21,651.0","86.46K","0.61%"
"05/08/2016","22,123.0","21,806.0","22,171.0","21,798.0","95.97K","1.43%"
"08/08/2016","22,447.0","22,123.0","22,479.0","22,102.0","101.06K","1.46%"
"09/08/2016","22,429.0","22,451.0","22,469.0","22,369.0","71.60K","-0.08%"
"10/08/2016","22,420.0","22,431.0","22,600.0","22,345.0","96.78K","-0.04%"
"11/08/2016","22,563.0","22,422.0","22,687.0","22,322.0","115.70K","0.64%"
"12/08/2016","22,757.0","22,564.0","22,817.0","22,564.0","96.50K","0.86%"
"15/08/2016","22,926.0","22,753.0","22,981.0","22,702.0","90.18K","0.74%"
"16/08/2016","22,919.0","22,927.0","23,056.0","22,831.0","101.76K","-0.03%"
"17/08/2016","22,739.0","22,924.0","23,148.0","22,733.0","115.86K","-0.79%"
"18/08/2016","23,059.0","22,756.0","23,205.0","22,745.0","126.49K","1.41%"
"19/08/2016","22,912.0","23,059.0","23,148.0","22,857.0","103.05K","-0.64%"
"22/08/2016","22,963.0","22,915.0","23,018.0","22,772.0","107.92K","0.22%"
"23/08/2016","23,041.0","22,981.0","23,050.0","22,832.0","104.52K","0.34%"
"24/08/2016","22,818.0","23,030.0","23,116.0","22,685.0","125.23K","-0.97%"
"25/08/2016","22,790.0","22,818.0","22,905.0","22,728.0","142.35K","-0.12%"
"26/08/2016","22,914.0","22,808.0","22,996.0","22,787.0","152.10K","0.54%"
"29/08/2016","22,824.0","22,921.0","23,133.0","22,744.0","120.15K","-0.39%"
"30/08/2016","23,005.0","22,830.0","23,045.0","22,813.0","17.29K","0.79%"
"31/08/2016","22,929.0","22,970.0","23,035.0","22,846.0","83.66K","-0.33%"
"01/09/2016","23,178.0","22,918.0","23,178.0","22,765.0","108.83K","1.09%"
"02/09/2016","23,211.0","23,158.0","23,280.0","23,019.0","101.70K","0.14%"
"05/09/2016","23,598.0","23,215.0","23,643.0","23,211.0","107.69K","1.67%"
"06/09/2016","23,714.0","23,607.0","23,736.0","23,522.0","103.37K","0.49%"
"07/09/2016","23,659.0","23,717.0","23,767.0","23,636.0","93.42K","-0.23%"
"08/09/2016","23,884.0","23,669.0","23,898.0","23,640.0","83.57K","0.95%"
"09/09/2016","24,084.0","23,875.0","24,374.0","23,822.0","138.02K","0.84%"
"12/09/2016","23,290.0","24,080.0","24,102.0","23,284.0","144.51K","-3.30%"
"13/09/2016","23,248.0","23,308.0","23,634.0","23,139.0","141.83K","-0.18%"
"14/09/2016","23,252.0","23,255.0","23,380.0","23,036.0","129.66K","0.02%"
"15/09/2016","23,347.0","23,250.0","23,475.0","23,185.0","99.00K","0.41%"
"19/09/2016","23,533.0","23,370.0","23,622.0","23,333.0","111.54K","0.80%"
"20/09/2016","23,509.0","23,535.0","23,584.0","23,389.0","90.07K","-0.10%"
"21/09/2016","23,657.0","23,517.0","23,730.0","23,423.0","108.27K","0.63%"
"22/09/2016","23,800.0","23,646.0","24,084.0","23,614.0","135.38K","0.60%"
"23/09/2016","23,680.0","23,809.0","23,986.0","23,628.0","120.76K","-0.50%"
"26/09/2016","23,316.0","23,684.0","23,715.0","23,289.0","147.24K","-1.54%"
"27/09/2016","23,622.0","23,320.0","23,666.0","23,182.0","211.62K","1.31%"
"28/09/2016","23,641.0","23,600.0","23,658.0","23,364.0","138.94K","0.08%"
"29/09/2016","23,704.0","23,630.0","23,848.0","23,496.0","20.19K","0.27%"
"30/09/2016","23,313.0","23,710.0","23,779.0","23,200.0","127.49K","-1.65%"
"03/10/2016","23,584.0","23,318.0","23,732.0","23,285.0","93.31K","1.16%"
"04/10/2016","23,682.0","23,579.0","23,688.0","23,500.0","80.63K","0.42%"
"05/10/2016","23,750.0","23,682.0","23,843.0","23,508.0","101.78K","0.29%"
"06/10/2016","23,925.0","23,756.0","24,001.0","23,725.0","90.34K","0.74%"
"07/10/2016","23,830.0","23,936.0","23,953.0","23,751.0","79.24K","-0.40%"
"11/10/2016","23,425.0","23,830.0","24,077.0","23,381.0","159.93K","-1.70%"
"12/10/2016","23,416.0","23,423.0","23,472.0","23,254.0","108.40K","-0.04%"
"13/10/2016","22,941.0","23,416.0","23,451.0","22,940.0","134.67K","-2.03%"
"14/10/2016","23,213.0","22,965.0","23,318.0","22,846.0","110.71K","1.19%"
"17/10/2016","23,010.0","23,225.0","23,364.0","22,923.0","114.09K","-0.87%"
"18/10/2016","23,361.0","23,009.0","23,395.0","22,942.0","121.77K","1.53%"
"19/10/2016","23,279.0","23,363.0","23,437.0","23,187.0","96.83K","-0.35%"
"20/10/2016","23,400.0","23,280.0","23,503.0","23,258.0","93.28K","0.52%"
"21/10/2016","23,335.5","23,335.5","23,335.5","23,335.5","","-0.28%"
"24/10/2016","23,613.0","23,355.0","23,642.0","23,218.0","143.89K","1.19%"
"25/10/2016","23,614.0","23,611.0","23,653.0","23,497.0","131.51K","0.00%"
"26/10/2016","23,314.0","23,614.0","23,622.0","23,288.0","165.01K","-1.27%"
"27/10/2016","23,144.0","23,297.0","23,389.0","22,980.0","118.38K","-0.73%"
"28/10/2016","23,009.0","23,111.0","23,197.0","23,001.0","19.28K","-0.58%"
"31/10/2016","22,905.0","22,924.0","23,054.0","22,707.0","112.22K","-0.45%"
"01/11/2016","23,225.0","22,903.0","23,286.0","22,848.0","116.50K","1.40%"
"02/11/2016","22,788.0","23,211.0","23,211.0","22,765.0","99.57K","-1.88%"
"03/11/2016","22,721.0","22,792.0","22,859.0","22,653.0","111.71K","-0.29%"
"04/11/2016","22,612.0","22,720.0","22,788.0","22,580.0","83.98K","-0.48%"
"07/11/2016","22,785.0","22,605.0","22,875.0","22,454.0","99.46K","0.77%"
"08/11/2016","22,929.0","22,798.0","22,998.0","22,798.0","97.46K","0.63%"
"09/11/2016","22,403.0","22,931.0","23,152.0","21,904.0","241.92K","-2.29%"
"10/11/2016","22,932.0","22,427.0","22,940.0","22,400.0","113.84K","2.36%"
"11/11/2016","22,489.0","22,880.0","22,942.0","22,432.0","123.37K","-1.93%"
"14/11/2016","22,279.0","22,488.0","22,488.0","22,101.0","112.64K","-0.93%"
"15/11/2016","22,328.0","22,269.0","22,412.0","22,112.0","98.55K","0.22%"
"16/11/2016","22,213.0","22,329.0","22,485.0","22,189.0","88.57K","-0.52%"
"17/11/2016","22,249.0","22,203.0","22,367.0","22,076.0","104.83K","0.16%"
"18/11/2016","22,332.0","22,262.0","22,364.0","22,115.0","101.85K","0.37%"
"21/11/2016","22,346.0","22,302.0","22,486.0","22,206.0","100.20K","0.06%"
"22/11/2016","22,670.0","22,340.0","22,733.0","22,276.0","103.62K","1.45%"
"23/11/2016","22,716.0","22,660.0","22,819.0","22,626.0","108.63K","0.20%"
"24/11/2016","22,605.0","22,708.0","22,719.0","22,467.0","138.04K","-0.49%"
"25/11/2016","22,730.0","22,608.0","22,788.0","22,560.0","143.12K","0.55%"
"28/11/2016","22,784.0","22,731.0","22,978.0","22,691.0","125.03K","0.24%"
"29/11/2016","22,795.0","22,777.0","22,834.0","22,690.0","16.58K","0.05%"
"30/11/2016","22,822.0","22,799.0","22,929.0","22,733.0","90.67K","0.12%"
"01/12/2016","22,893.0","22,829.0","23,018.0","22,792.0","92.55K","0.31%"
"02/12/2016","22,575.0","22,891.0","22,908.0","22,532.0","90.47K","-1.39%"
"05/12/2016","22,580.0","22,555.0","22,710.0","22,375.0","106.92K","0.02%"
"06/12/2016","22,705.0","22,596.0","22,796.0","22,564.0","81.73K","0.55%"
"07/12/2016","22,794.0","22,707.0","22,852.0","22,705.0","69.97K","0.39%"
"08/12/2016","22,837.0","22,814.0","23,146.0","22,808.0","88.78K","0.19%"
"09/12/2016","22,744.0","22,818.0","22,888.0","22,679.0","90.44K","-0.41%"
"12/12/2016","22,388.0","22,733.0","22,882.0","22,355.0","119.18K","-1.57%"
"13/12/2016","22,458.0","22,375.0","22,474.0","22,283.0","94.56K","0.31%"
"14/12/2016","22,487.0","22,456.0","22,648.0","22,450.0","80.53K","0.13%"
"15/12/2016","22,095.0","22,488.0","22,520.0","21,981.0","122.26K","-1.74%"
"16/12/2016","21,951.0","22,093.0","22,136.0","21,922.0","94.29K","-0.65%"
"19/12/2016","21,856.0","21,951.0","22,007.0","21,781.0","88.16K","-0.43%"
"20/12/2016","21,704.0","21,855.0","21,875.0","21,662.0","93.03K","-0.70%"
"21/12/2016","21,839.0","21,710.0","21,927.0","21,709.0","92.38K","0.62%"
"22/12/2016","21,615.0","21,839.0","21,852.0","21,591.0","105.51K","-1.03%"
"23/12/2016","21,538.0","21,616.0","21,666.0","21,477.0","128.27K","-0.36%"
"28/12/2016","21,721.0","21,540.0","21,790.0","21,477.0","102.61K","0.85%"
"29/12/2016","21,725.0","21,723.0","21,744.0","21,499.0","15.78K","0.02%"
"30/12/2016","21,964.0","21,783.0","22,056.0","21,766.0","74.24K","1.10%"
"03/01/2017","22,125.0","21,965.0","22,195.0","21,863.0","78.68K","0.73%"
"04/01/2017","22,099.0","22,138.0","22,233.0","22,058.0","77.44K","-0.12%"
"05/01/2017","22,484.0","22,100.0","22,494.0","22,079.0","86.44K","1.74%"
"06/01/2017","22,531.0","22,480.0","22,625.0","22,461.0","76.53K","0.21%"
"09/01/2017","22,573.0","22,531.0","22,637.0","22,471.0","80.47K","0.19%"
"10/01/2017","22,739.0","22,573.0","22,744.0","22,517.0","82.68K","0.74%"
"11/01/2017","22,974.0","22,735.0","22,978.0","22,720.0","89.66K","1.03%"
"12/01/2017","22,882.0","22,972.0","23,012.0","22,786.0","91.66K","-0.40%"
"13/01/2017","22,969.0","22,878.0","22,998.0","22,823.0","72.11K","0.38%"
"16/01/2017","22,764.0","22,967.0","22,985.0","22,671.0","81.76K","-0.89%"
"17/01/2017","22,854.0","22,760.0","22,875.0","22,731.0","66.60K","0.40%"
"18/01/2017","23,123.0","22,857.0","23,187.0","22,843.0","86.43K","1.18%"
"19/01/2017","23,052.0","23,132.0","23,157.0","22,956.0","75.59K","-0.31%"
"20/01/2017","22,928.0","23,041.0","23,058.0","22,864.0","79.98K","-0.54%"
"23/01/2017","22,898.0","22,936.0","23,104.0","22,853.0","128.18K","-0.13%"
"24/01/2017","22,929.0","22,897.0","22,998.0","22,877.0","137.31K","0.14%"
"25/01/2017","23,049.0","22,935.0","23,080.0","22,923.0","85.58K","0.52%"
"26/01/2017","23,349.0","23,050.0","23,372.0","23,048.0","16.11K","1.30%"
"27/01/2017","23,332.0","23,362.0","23,377.0","23,236.0","33.04K","-0.07%"
"01/02/2017","23,319.0","23,200.0","23,332.0","23,028.0","66.25K","-0.06%"
"02/02/2017","23,127.0","23,319.0","23,422.0","23,048.0","72.53K","-0.82%"
"03/02/2017","23,026.0","23,105.0","23,205.0","22,914.0","67.50K","-0.44%"
"06/02/2017","23,250.0","23,035.0","23,298.0","23,023.0","76.91K","0.97%"
"07/02/2017","23,261.0","23,265.0","23,342.0","23,167.0","67.93K","0.05%"
"08/02/2017","23,426.0","23,263.0","23,473.0","23,091.0","96.23K","0.71%"
"09/02/2017","23,432.0","23,436.0","23,555.0","23,332.0","87.58K","0.03%"
"10/02/2017","23,527.0","23,422.0","23,666.0","23,422.0","72.79K","0.41%"
"13/02/2017","23,616.0","23,530.0","23,672.0","23,501.0","75.85K","0.38%"
"14/02/2017","23,654.0","23,614.0","23,679.0","23,560.0","73.23K","0.16%"
"15/02/2017","23,969.0","23,650.0","23,998.0","23,596.0","99.65K","1.33%"
"16/02/2017","24,058.0","23,964.0","24,090.0","23,911.0","85.10K","0.37%"
"17/02/2017","23,997.0","24,054.0","24,078.0","23,925.0","82.31K","-0.25%"
"20/02/2017","24,120.0","23,989.0","24,168.0","23,917.0","91.48K","0.51%"
"21/02/2017","23,902.0","24,119.0","24,167.0","23,890.0","108.68K","-0.90%"
"22/02/2017","24,128.0","23,920.0","24,128.0","23,916.0","131.75K","0.95%"
"23/02/2017","24,136.0","24,128.0","24,214.0","24,032.0","157.88K","0.03%"
"24/02/2017","24,007.0","24,138.0","24,188.0","23,967.0","112.52K","-0.53%"
"27/02/2017","23,942.0","23,994.0","24,057.0","23,845.0","21.34K","-0.27%"
"28/02/2017","23,742.0","23,928.0","24,011.0","23,725.0","102.41K","-0.84%"
"01/03/2017","23,792.0","23,740.0","23,854.0","23,735.0","83.28K","0.21%"
"02/03/2017","23,639.0","23,803.0","24,087.0","23,638.0","112.53K","-0.64%"
"03/03/2017","23,550.0","23,635.0","23,705.0","23,486.0","91.47K","-0.38%"
"06/03/2017","23,581.0","23,543.0","23,689.0","23,532.0","78.86K","0.13%"
"07/03/2017","23,670.0","23,588.0","23,712.0","23,551.0","74.40K","0.38%"
"08/03/2017","23,777.0","23,664.0","23,799.0","23,534.0","93.07K","0.45%"
"09/03/2017","23,499.0","23,793.0","23,803.0","23,430.0","97.46K","-1.17%"
"10/03/2017","23,556.0","23,505.0","23,590.0","23,385.0","91.97K","0.24%"
"13/03/2017","23,802.0","23,564.0","23,850.0","23,544.0","102.33K","1.04%"
"14/03/2017","23,783.0","23,812.0","23,905.0","23,751.0","73.83K","-0.08%"
"15/03/2017","23,779.0","23,787.0","23,833.0","23,619.0","86.84K","-0.02%"
"16/03/2017","24,330.0","23,784.0","24,349.0","23,771.0","115.38K","2.32%"
"17/03/2017","24,299.0","24,326.0","24,445.0","24,257.0","102.51K","-0.13%"
"20/03/2017","24,543.0","24,308.0","24,549.0","24,277.0","86.24K","1.00%"
"21/03/2017","24,610.0","24,540.0","24,678.0","24,481.0","96.92K","0.27%"
"22/03/2017","24,302.0","24,609.0","24,688.0","24,227.0","117.77K","-1.25%"
"23/03/2017","24,350.0","24,308.0","24,465.0","24,250.0","105.06K","0.20%"
"24/03/2017","24,379.0","24,343.0","24,449.0","24,281.0","103.73K","0.12%"
"27/03/2017","24,255.0","24,384.0","24,454.0","24,148.0","162.14K","-0.51%"
"28/03/2017","24,355.0","24,241.0","24,400.0","24,196.0","145.37K","0.41%"
"29/03/2017","24,393.0","24,352.0","24,505.0","24,336.0","100.70K","0.16%"
"30/03/2017","24,298.0","24,380.0","24,444.0","24,257.0","15.89K","-0.39%"
"31/03/2017","24,131.0","24,303.0","24,355.0","24,094.0","104.44K","-0.69%"
"03/04/2017","24,243.0","24,131.0","24,271.0","24,127.0","60.95K","0.46%"
"05/04/2017","24,399.0","24,247.0","24,419.0","24,143.0","113.90K","0.64%"
"06/04/2017","24,289.0","24,415.0","24,483.0","24,185.0","107.06K","-0.45%"
"07/04/2017","24,263.0","24,295.0","24,355.0","23,953.0","140.79K","-0.11%"
"10/04/2017","24,277.0","24,270.0","24,371.0","24,215.0","81.64K","0.06%"
"11/04/2017","24,079.0","24,266.0","24,306.0","24,000.0","116.18K","-0.82%"
"12/04/2017","24,297.0","24,077.0","24,313.0","23,973.0","108.12K","0.91%"
"13/04/2017","24,242.0","24,299.0","24,379.0","24,097.0","110.45K","-0.23%"
"18/04/2017","23,843.0","24,243.0","24,314.0","23,831.0","112.90K","-1.65%"
"19/04/2017","23,827.0","23,839.0","23,894.0","23,706.0","109.82K","-0.07%"
"20/04/2017","24,061.0","23,831.0","24,075.0","23,754.0","112.75K","0.98%"
"21/04/2017","24,028.0","24,065.0","24,216.0","23,977.0","105.57K","-0.14%"
"24/04/2017","24,192.0","24,011.0","24,210.0","23,935.0","162.38K","0.68%"
"25/04/2017","24,477.0","24,197.0","24,490.0","24,196.0","191.70K","1.18%"
"26/04/2017","24,571.0","24,475.0","24,646.0","24,458.0","117.53K","0.38%"
"27/04/2017","24,613.0","24,574.0","24,652.0","24,481.0","19.63K","0.17%"
"28/04/2017","24,561.0","24,547.0","24,609.0","24,480.0","79.35K","-0.21%"
"02/05/2017","24,559.0","24,561.0","24,695.0","24,461.0","84.37K","-0.01%"
"03/05/2017","24,576.0","24,576.0","24,576.0","24,576.0","","0.07%"
"04/05/2017","24,568.0","24,566.0","24,611.0","24,436.0","86.89K","-0.03%"
"05/05/2017","24,355.0","24,584.0","24,596.0","24,220.0","110.36K","-0.87%"
"08/05/2017","24,451.0","24,355.0","24,502.0","24,318.0","96.93K","0.39%"
"09/05/2017","24,744.0","24,440.0","24,797.0","24,407.0","117.36K","1.20%"
"10/05/2017","24,921.0","24,760.0","25,068.0","24,748.0","125.56K","0.72%"
"11/05/2017","25,068.0","24,921.0","25,101.0","24,913.0","107.16K","0.59%"
"12/05/2017","25,063.0","25,068.0","25,097.0","24,918.0","93.94K","-0.02%"
"15/05/2017","25,257.0","25,053.0","25,323.0","25,033.0","104.05K","0.77%"
"16/05/2017","25,301.0","25,253.0","25,378.0","25,206.0","94.76K","0.17%"
"17/05/2017","25,306.0","25,300.0","25,373.0","25,200.0","91.49K","0.02%"
"18/05/2017","25,157.0","25,304.0","25,353.0","25,043.0","116.55K","-0.59%"
"19/05/2017","25,187.0","25,138.0","25,244.0","25,028.0","99.14K","0.12%"
"22/05/2017","25,341.0","25,202.0","25,422.0","25,194.0","103.76K","0.61%"
"23/05/2017","25,402.0","25,354.0","25,445.0","25,299.0","112.04K","0.24%"
"24/05/2017","25,420.0","25,392.0","25,422.0","25,303.0","135.49K","0.07%"
"25/05/2017","25,632.0","25,416.0","25,666.0","25,402.0","172.67K","0.83%"
"26/05/2017","25,625.0","25,644.0","25,723.0","25,585.0","105.61K","-0.03%"
"29/05/2017","25,685.0","25,620.0","25,699.0","25,576.0","17.89K","0.23%"
"31/05/2017","25,481.0","25,516.0","25,623.0","25,460.0","79.42K","-0.79%"
"01/06/2017","25,601.0","25,478.0","25,608.0","25,400.0","100.46K","0.47%"
"02/06/2017","25,713.0","25,599.0","25,780.0","25,568.0","84.10K","0.44%"
"05/06/2017","25,665.0","25,719.0","25,790.0","25,636.0","75.22K","-0.19%"
"06/06/2017","25,829.0","25,666.0","25,839.0","25,626.0","76.81K","0.64%"
"07/06/2017","25,788.0","25,825.0","25,877.0","25,733.0","73.79K","-0.16%"
"08/06/2017","25,895.0","25,787.0","25,917.0","25,737.0","75.68K","0.41%"
"09/06/2017","25,896.0","25,893.0","25,952.0","25,796.0","92.80K","0.00%"
"12/06/2017","25,586.0","25,899.0","25,960.0","25,553.0","99.27K","-1.20%"
"13/06/2017","25,723.0","25,588.0","25,765.0","25,577.0","71.27K","0.54%"
"14/06/2017","25,740.0","25,723.0","25,784.0","25,558.0","92.25K","0.07%"
"15/06/2017","25,440.0","25,746.0","25,764.0","25,403.0","98.62K","-1.17%"
"16/06/2017","25,498.0","25,433.0","25,568.0","25,345.0","88.19K","0.23%"
"19/06/2017","25,780.0","25,501.0","25,797.0","25,438.0","87.39K","1.11%"
"20/06/2017","25,711.0","25,782.0","25,874.0","25,690.0","89.45K","-0.27%"
"21/06/2017","25,498.0","25,712.0","25,734.0","25,409.0","128.67K","-0.83%"
"22/06/2017","25,673.0","25,504.0","25,816.0","25,501.0","125.08K","0.69%"
"23/06/2017","25,637.0","25,676.0","25,745.0","25,593.0","97.18K","-0.14%"
"26/06/2017","25,812.0","25,637.0","25,841.0","25,582.0","138.72K","0.68%"
"27/06/2017","25,777.0","25,819.0","25,895.0","25,734.0","175.78K","-0.14%"
"28/06/2017","25,635.0","25,795.0","25,816.0","25,569.0","125.72K","-0.55%"
"29/06/2017","25,906.0","25,650.0","25,914.0","25,641.0","19.35K","1.06%"
"30/06/2017","25,585.0","25,802.0","25,813.0","25,446.0","114.81K","-1.24%"
"03/07/2017","25,683.0","25,587.0","25,725.0","25,506.0","78.11K","0.38%"
"04/07/2017","25,311.0","25,676.0","25,768.0","25,136.0","137.44K","-1.45%"
"05/07/2017","25,463.0","25,311.0","25,485.0","25,110.0","121.96K","0.60%"
"06/07/2017","25,491.0","25,460.0","25,593.0","25,394.0","103.11K","0.11%"
"07/07/2017","25,330.0","25,476.0","25,476.0","25,261.0","87.98K","-0.63%"
"10/07/2017","25,517.0","25,324.0","25,606.0","25,277.0","95.09K","0.74%"
"11/07/2017","25,970.0","25,518.0","25,970.0","25,459.0","112.04K","1.78%"
"12/07/2017","26,097.0","25,974.0","26,174.0","25,876.0","109.15K","0.49%"
"13/07/2017","26,387.0","26,091.0","26,398.0","26,076.0","105.00K","1.11%"
"14/07/2017","26,390.0","26,389.0","26,434.0","26,316.0","75.61K","0.01%"
"17/07/2017","26,500.0","26,388.0","26,643.0","26,373.0","111.14K","0.42%"
"18/07/2017","26,563.0","26,486.0","26,563.0","26,415.0","88.79K","0.24%"
"19/07/2017","26,674.0","26,561.0","26,708.0","26,464.0","95.26K","0.42%"
"20/07/2017","26,747.0","26,673.0","26,780.0","26,658.0","82.75K","0.27%"
"21/07/2017","26,774.0","26,745.0","26,783.0","26,672.0","88.08K","0.10%"
"24/07/2017","26,878.0","26,775.0","26,904.0","26,661.0","109.18K","0.39%"
"25/07/2017","26,881.0","26,875.0","26,888.0","26,811.0","128.97K","0.01%"
"26/07/2017","26,918.0","26,888.0","26,995.0","26,802.0","156.95K","0.14%"
"27/07/2017","27,127.0","26,922.0","27,165.0","26,913.0","105.67K","0.78%"
"28/07/2017","26,988.0","27,119.0","27,140.0","26,959.0","17.12K","-0.51%"
"31/07/2017","27,228.0","26,943.0","27,241.0","26,902.0","87.19K","0.89%"
"01/08/2017","27,515.0","27,234.0","27,525.0","27,189.0","105.18K","1.05%"
"02/08/2017","27,550.0","27,526.0","27,655.0","27,483.0","117.23K","0.13%"
